tract_2010_boroct,tract_2020_geoid,borough,tract_2010_code,tract_2020_code
4096400,4096400,Queens,096400,096400
4095400,4095400,Queens,095400,095400
1004200,1004200,Manhattan,004200,004200
1005700,1005700,Manhattan,005700,005700
4024300,4024300,Queens,024300,024300
4051300,4051300,Queens,051300,051300
4051700,4051700,Queens,051700,051700
4053100,4053100,Queens,053100,053100
4094202,4094202,Queens,094202,094202
4094203,,Queens,094203,
3044900,3044902,Brooklyn,044900,044902
3070202,3070202,Brooklyn,070202,070202
3001500,3001502,Brooklyn,001500,001502
1022500,1022500,Manhattan,022500,022500
1022900,1022900,Manhattan,022900,022900
4050000,4050000,Queens,050000,050000
4050201,4050201,Queens,050201,050201
4099200,4099200,Queens,099200,099200
4099802,,Queens,099802,
2016300,2016300,Bronx,016300,016300
2016100,2016100,Bronx,016100,016100
4064500,4064500,Queens,064500,064500
3002300,3002300,Brooklyn,002300,002300
4039900,4039901,Queens,039900,039901
3020300,3020300,Brooklyn,020300,020300
2008500,2008500,Bronx,008500,008500
2008300,2008300,Bronx,008300,008300
2009300,2009302,Bronx,009300,009302
5022800,5022802,Staten Island,022800,022802
3049100,3049100,Brooklyn,049100,049100
3050700,3050700,Brooklyn,050700,050700
2015700,2015700,Bronx,015700,015700
2006000,2006000,Bronx,006000,006000
3016400,3016400,Brooklyn,016400,016400
3016800,3016800,Brooklyn,016800,016800
2021100,2021100,Bronx,021100,021100
2021301,2021301,Bronx,021301,021301
2000400,2000400,Bronx,000400,000400
4044000,4044000,Queens,044000,044000
2008400,2008400,Bronx,008400,008400
2020501,2020501,Bronx,020501,020501
2020502,2020502,Bronx,020502,020502
1000600,1000600,Manhattan,000600,000600
1000201,1000201,Manhattan,000201,000201
3053700,3053700,Brooklyn,053700,053700
3053900,3053900,Brooklyn,053900,053900
3062200,3062200,Brooklyn,062200,062200
3033000,3033000,Brooklyn,033000,033000
3032800,3032800,Brooklyn,032800,032800
3002901,3002901,Brooklyn,002901,002901
3021100,3021100,Brooklyn,021100,021100
4077902,4077902,Queens,077902,077902
4077906,4077906,Queens,077906,077906
3013600,3013600,Brooklyn,013600,013600
3013800,3013800,Brooklyn,013800,013800
3013400,3013400,Brooklyn,013400,013400
4150701,4150701,Queens,150701,150701
4147900,4147900,Queens,147900,147900
3056900,3056900,Brooklyn,056900,056900
3056100,3056100,Brooklyn,056100,056100
2034800,2034800,Bronx,034800,034800
4060701,4060701,Queens,060701,060701
3045300,3045300,Brooklyn,045300,045300
3042700,3042700,Brooklyn,042700,042700
2046201,2046206,Bronx,046201,046206
5021300,5021300,Staten Island,021300,021300
3021900,3021900,Brooklyn,021900,021900
4061602,4061602,Queens,061602,061602
3070600,3070602,Brooklyn,070600,070602
5020700,5020702,Staten Island,020700,020702
3098200,3098200,Brooklyn,098200,098200
4061601,4061601,Queens,061601,061601
3102800,3102802,Brooklyn,102800,102802
3110400,3110400,Brooklyn,110400,110400
3000700,3000700,Brooklyn,000700,000700
3103400,3103402,Brooklyn,103400,103402
3070201,3070201,Brooklyn,070201,070201
3031702,3031702,Brooklyn,031702,031702
4027300,4027302,Queens,027300,027302
1011600,1011600,Manhattan,011600,011600
1016700,1016700,Manhattan,016700,016700
4046500,4046500,Queens,046500,046500
1016300,,Manhattan,016300,
1012400,1012400,Manhattan,012400,012400
4037500,4037502,Queens,037500,037502
4071100,4071100,Queens,071100,071100
2038700,2038700,Bronx,038700,038700
3117602,3117602,Brooklyn,117602,117602
3118400,3118400,Brooklyn,118400,118400
2038900,2038900,Bronx,038900,038900
2006900,2006900,Bronx,006900,006900
2002400,2002400,Bronx,002400,002400
1008700,1008700,Manhattan,008700,008700
1020000,1020000,Manhattan,020000,020000
2000200,,Bronx,000200,
1019800,1019800,Manhattan,019800,019800
2006700,2006700,Bronx,006700,006700
2002000,2002001,Bronx,002000,002001
1009100,1009100,Manhattan,009100,009100
4011000,4011000,Queens,011000,011000
4011800,4011800,Queens,011800,011800
4011600,4011600,Queens,011600,011600
4062000,4062000,Queens,062000,062000
3032500,3032500,Brooklyn,032500,032500
4033402,4033404,Queens,033402,033404
4033000,4033000,Queens,033000,033000
4063000,4063000,Queens,063000,063000
3000502,3000502,Brooklyn,000502,000502
3000100,3000100,Brooklyn,000100,000100
3057100,3057100,Brooklyn,057100,057100
4108500,4108500,Queens,108500,108500
4030904,4030904,Queens,030904,030904
3057500,3057500,Brooklyn,057500,057500
5002001,5002001,Staten Island,002001,002001
5000800,5000800,Staten Island,000800,000800
1002400,,Manhattan,002400,
4103202,4103202,Queens,103202,103202
3057300,3057300,Brooklyn,057300,057300
4010500,4010500,Queens,010500,010500
4103201,4103201,Queens,103201,103201
2007500,2007500,Bronx,007500,007500
2007100,2007100,Bronx,007100,007100
4113900,4113900,Queens,113900,113900
1004400,,Manhattan,004400,
4010300,4010300,Queens,010300,010300
1021100,1021100,Manhattan,021100,021100
2036400,2036400,Bronx,036400,036400
2029700,2029700,Bronx,029700,029700
4059500,4059502,Queens,059500,059502
2019300,2019300,Bronx,019300,019300
4059300,4059300,Queens,059300,059300
2036800,2036800,Bronx,036800,036800
3014300,3014300,Brooklyn,014300,014300
4060100,4060100,Queens,060100,060100
2041400,2041400,Bronx,041400,041400
2041800,2041800,Bronx,041800,041800
2016700,2016700,Bronx,016700,016700
2035600,2035600,Bronx,035600,035600
1006200,,Manhattan,006200,
3022900,3022900,Brooklyn,022900,022900
3010000,3010000,Brooklyn,010000,010000
3015500,3015500,Brooklyn,015500,015500
3010200,3010200,Brooklyn,010200,010200
2017100,2017100,Bronx,017100,017100
1014300,1014300,Manhattan,014300,014300
2036000,2036000,Bronx,036000,036000
3056500,3056500,Brooklyn,056500,056500
2016900,2016900,Bronx,016900,016900
4044400,4044400,Queens,044400,044400
2022403,2022403,Bronx,022403,022403
4046800,4046800,Queens,046800,046800
1021600,1021600,Manhattan,021600,021600
3013500,3013500,Brooklyn,013500,013500
1015200,,Manhattan,015200,
3092200,3092200,Brooklyn,092200,092200
4099703,4099703,Queens,099703,099703
2033202,2033202,Bronx,033202,033202
2033000,2033000,Bronx,033000,033000
5016901,5016901,Staten Island,016901,016901
2033201,2033201,Bronx,033201,033201
3007000,3007000,Brooklyn,007000,007000
3046400,3046400,Brooklyn,046400,046400
5029102,5029102,Staten Island,029102,029102
2033800,2033801,Bronx,033800,033801
2021800,2021800,Bronx,021800,021800
3009200,3009202,Brooklyn,009200,009202
5032300,5032300,Staten Island,032300,032300
3032700,3032700,Brooklyn,032700,032700
3002200,3002200,Brooklyn,002200,002200
3007200,3007200,Brooklyn,007200,007200
1000500,1000500,Manhattan,000500,000500
3015900,3015900,Brooklyn,015900,015900
3004700,3004700,Brooklyn,004700,004700
3008600,3008600,Brooklyn,008600,008600
2037200,2037200,Bronx,037200,037200
3047600,3047600,Brooklyn,047600,047600
3042300,3042300,Brooklyn,042300,042300
3039300,3039300,Brooklyn,039300,039300
2023502,2023502,Bronx,023502,023502
2023501,2023501,Bronx,023501,023501
2019900,2019900,Bronx,019900,019900
2019700,2019700,Bronx,019700,019700
2006300,2006301,Bronx,006300,006301
1023700,,Manhattan,023700,
1024100,,Manhattan,024100,
3019300,3019300,Brooklyn,019300,019300
3019100,3019100,Brooklyn,019100,019100
3019500,3019500,Brooklyn,019500,019500
4099900,4099900,Queens,099900,099900
4099705,4099900,Queens,099705,099900
5013800,5013800,Staten Island,013800,013800
5009602,5009602,Staten Island,009602,009602
5017700,5017701,Staten Island,017700,017701
4112300,4112300,Queens,112300,112300
3073000,3073000,Brooklyn,073000,073000
3042400,3042400,Brooklyn,042400,042400
4112900,4112900,Queens,112900,112900
3022100,3022100,Brooklyn,022100,022100
3054200,3054200,Brooklyn,054200,054200
3073600,3073600,Brooklyn,073600,073600
5014100,5014100,Staten Island,014100,014100
4124700,4124700,Queens,124700,124700
5013302,5013302,Staten Island,013302,013302
3042600,3042600,Brooklyn,042600,042600
4126700,4126700,Queens,126700,126700
3042000,3042000,Brooklyn,042000,042000
3114400,3114400,Brooklyn,114400,114400
5003300,5003300,Staten Island,003300,003300
3030500,3030500,Brooklyn,030500,030500
1001002,,Manhattan,001002,
3066600,3066600,Brooklyn,066600,066600
3012801,3012801,Brooklyn,012801,012801
2022000,2022000,Bronx,022000,022000
3039700,3039700,Brooklyn,039700,039700
4047800,4047801,Queens,047800,047801
3055100,3055100,Brooklyn,055100,055100
3003400,,Brooklyn,003400,
1001001,,Manhattan,001001,
1002000,,Manhattan,002000,
4048200,4048200,Queens,048200,048200
3002100,3002100,Brooklyn,002100,002100
2024000,2024000,Bronx,024000,024000
3055500,3055500,Brooklyn,055500,055500
3054900,3054900,Brooklyn,054900,054900
2006100,2006100,Bronx,006100,006100
2025700,2025700,Bronx,025700,025700
4091601,4091603,Queens,091601,091603
3021000,3021000,Brooklyn,021000,021000
3054700,3054700,Brooklyn,054700,054700
2009200,2009200,Bronx,009200,009200
3039800,3039800,Brooklyn,039800,039800
4003300,4003302,Queens,003300,003302
4013200,4013200,Queens,013200,013200
1015601,1015601,Manhattan,015601,015601
1003900,,Manhattan,003900,
3040000,3040000,Brooklyn,040000,040000
1004700,1004700,Manhattan,004700,004700
4060300,4060300,Queens,060300,060300
4061301,4061301,Queens,061301,061301
1003100,1003100,Manhattan,003100,003100
1015602,1015602,Manhattan,015602,015602
2027402,,Bronx,027402,
1003300,1003300,Manhattan,003300,003300
2019400,2019400,Bronx,019400,019400
4013400,4013400,Queens,013400,013400
1003700,,Manhattan,003700,
1004500,1004500,Manhattan,004500,004500
1030900,1030900,Manhattan,030900,030900
5029103,5029105,Staten Island,029103,029105
5029104,5029104,Staten Island,029104,029104
5007700,5007700,Staten Island,007700,007700
3029200,3029200,Brooklyn,029200,029200
3023300,3023300,Brooklyn,023300,023300
3023500,3023500,Brooklyn,023500,023500
4077904,4077904,Queens,077904,077904
3029400,3029400,Brooklyn,029400,029400
4077905,4077905,Queens,077905,077905
3115200,3115200,Brooklyn,115200,115200
4126500,4126500,Queens,126500,126500
2029302,2029302,Bronx,029302,029302
3038600,3038600,Brooklyn,038600,038600
1009800,1009800,Manhattan,009800,009800
2039600,2039600,Bronx,039600,039600
3044700,3044700,Brooklyn,044700,044700
3037402,3037402,Brooklyn,037402,037402
4125700,4125700,Queens,125700,125700
2039400,2039400,Bronx,039400,039400
4053900,4053901,Queens,053900,053901
1009000,1009000,Manhattan,009000,009000
3050600,3050600,Brooklyn,050600,050600
1029700,1029700,Manhattan,029700,029700
3119800,3119800,Brooklyn,119800,119800
3042200,3042200,Brooklyn,042200,042200
3016500,3016500,Brooklyn,016500,016500
3046202,3046202,Brooklyn,046202,046202
3021500,3021500,Brooklyn,021500,021500
3041200,3041200,Brooklyn,041200,041200
3017700,3017700,Brooklyn,017700,017700
3150200,3150200,Brooklyn,150200,150200
3045000,3045000,Brooklyn,045000,045000
3033700,3033702,Brooklyn,033700,033702
3033500,3033500,Brooklyn,033500,033500
3028300,3028300,Brooklyn,028300,028300
3028502,3028502,Brooklyn,028502,028502
3021700,3021700,Brooklyn,021700,021700
2050400,,Bronx,050400,
3021300,3021300,Brooklyn,021300,021300
2018101,2018101,Bronx,018101,018101
2045600,2045600,Bronx,045600,045600
2018302,2018302,Bronx,018302,018302
3037300,3037300,Brooklyn,037300,037300
3040100,3040100,Brooklyn,040100,040100
2038301,2038301,Bronx,038301,038301
2023704,2023704,Bronx,023704,023704
2009600,2009600,Bronx,009600,009600
4038301,4038301,Queens,038301,038301
5011402,5011402,Staten Island,011402,011402
4093401,4093401,Queens,093401,093401
4093800,4093800,Queens,093800,093800
4093402,4093402,Queens,093402,093402
3007700,3007700,Brooklyn,007700,007700
3005602,,Brooklyn,005602,
3000200,3000200,Brooklyn,000200,000200
3001800,,Brooklyn,001800,
3016200,3016200,Brooklyn,016200,016200
3041000,3041000,Brooklyn,041000,041000
5015100,5015100,Staten Island,015100,015100
5014607,5014607,Staten Island,014607,014607
4013500,4013500,Queens,013500,013500
5018701,5018701,Staten Island,018701,018701
3040800,3040800,Brooklyn,040800,040800
3120200,3120200,Brooklyn,120200,120200
4064102,4064102,Queens,064102,064102
1016200,1024000,Manhattan,016200,024000
1017000,1017000,Manhattan,017000,017000
4001400,4001400,Queens,001400,001400
2037800,2037800,Bronx,037800,037800
2043500,2043503,Bronx,043500,043503
2025600,2025600,Bronx,025600,025600
3026300,3026300,Brooklyn,026300,026300
2020000,2020000,Bronx,020000,020000
3039100,3039100,Brooklyn,039100,039100
3026100,3026100,Brooklyn,026100,026100
4046600,4046600,Queens,046600,046600
4045800,4045800,Queens,045800,045800
4046200,4046200,Queens,046200,046200
1006300,1006300,Manhattan,006300,006300
3015100,3015100,Brooklyn,015100,015100
3004300,3004300,Brooklyn,004300,004300
3017100,3017100,Brooklyn,017100,017100
1007100,1007100,Manhattan,007100,007100
1006500,1006500,Manhattan,006500,006500
3013300,3013300,Brooklyn,013300,013300
3015300,3015300,Brooklyn,015300,015300
3016900,3016900,Brooklyn,016900,016900
3006900,3006902,Brooklyn,006900,006902
3013100,3013100,Brooklyn,013100,013100
3016700,3016700,Brooklyn,016700,016700
3011900,3011901,Brooklyn,011900,011901
4044601,4044601,Queens,044601,044601
4024600,4024600,Queens,024600,024600
4021200,4021200,Queens,021200,021200
3049700,3049700,Brooklyn,049700,049700
4045400,4045400,Queens,045400,045400
4047300,4047300,Queens,047300,047300
4020800,4020800,Queens,020800,020800
3047700,3047700,Brooklyn,047700,047700
4024000,4024000,Queens,024000,024000
3048100,3048100,Brooklyn,048100,048100
4046000,4046000,Queens,046000,046000
4068300,4068300,Queens,068300,068300
3003700,3003700,Brooklyn,003700,003700
1005000,1005000,Manhattan,005000,005000
3025100,3025100,Brooklyn,025100,025100
3003900,3003900,Brooklyn,003900,003900
3048500,3048500,Brooklyn,048500,048500
3037100,3037100,Brooklyn,037100,037100
3029700,3029700,Brooklyn,029700,029700
3025300,3025300,Brooklyn,025300,025300
3012901,3012901,Brooklyn,012901,012901
3024500,3024500,Brooklyn,024500,024500
4071305,4071305,Queens,071305,071305
2018301,2018301,Bronx,018301,018301
2019500,2019500,Bronx,019500,019500
3024300,3024300,Brooklyn,024300,024300
3024700,3024700,Brooklyn,024700,024700
1005200,1005200,Manhattan,005200,005200
3024100,3024100,Brooklyn,024100,024100
4071303,4071303,Queens,071303,071303
3027100,3027100,Brooklyn,027100,027100
3049300,3049302,Brooklyn,049300,049302
3000900,3000900,Brooklyn,000900,000900
3030100,3030100,Brooklyn,030100,030100
3018100,3018100,Brooklyn,018100,018100
1023000,1023000,Manhattan,023000,023000
3050400,3050401,Brooklyn,050400,050401
3003300,3003300,Brooklyn,003300,003300
3003500,3003500,Brooklyn,003500,003500
1021400,1021400,Manhattan,021400,021400
3052500,3052500,Brooklyn,052500,052500
4000400,4000400,Queens,000400,000400
4005200,4005200,Queens,005200,005200
3118202,3118202,Brooklyn,118202,118202
4004001,4004001,Queens,004001,004001
4054700,4054700,Queens,054700,054700
3118800,3118800,Brooklyn,118800,118800
5018702,5018704,Staten Island,018702,018704
4004200,4004200,Queens,004200,004200
4003800,4003800,Queens,003800,003800
4054900,4054900,Queens,054900,054900
3043900,3043900,Brooklyn,043900,043900
4055300,4055300,Queens,055300,055300
3053500,3053500,Brooklyn,053500,053500
1003200,1003200,Manhattan,003200,003200
1009900,,Manhattan,009900,
1002601,1002601,Manhattan,002601,002601
1002500,1002500,Manhattan,002500,002500
1011700,1011700,Manhattan,011700,011700
4097203,4097207,Queens,097203,097207
1031704,,Manhattan,031704,
1031703,,Manhattan,031703,
1001501,1001501,Manhattan,001501,001501
1020800,1020800,Manhattan,020800,020800
4035700,4035700,Queens,035700,035700
4037100,4037100,Queens,037100,037100
1026700,1026700,Manhattan,026700,026700
1026900,1026900,Manhattan,026900,026900
1020300,1020300,Manhattan,020300,020300
5003900,5003900,Staten Island,003900,003900
5004700,5004700,Staten Island,004700,004700
1020500,,Manhattan,020500,
1022400,1022400,Manhattan,022400,022400
3105801,3105801,Brooklyn,105801,105801
4010701,4010701,Queens,010701,010701
2030000,2030000,Bronx,030000,030000
2037900,2037900,Bronx,037900,037900
2027600,2027600,Bronx,027600,027600
4029300,4029300,Queens,029300,029300
4031700,4031700,Queens,031700,031700
2039500,2039500,Bronx,039500,039500
4030902,4030906,Queens,030902,030906
4029100,4029100,Queens,029100,029100
4029700,4029700,Queens,029700,029700
5027900,5027900,Staten Island,027900,027900
3015400,3015400,Brooklyn,015400,015400
3051602,3051602,Brooklyn,051602,051602
2028900,2028900,Bronx,028900,028900
3113200,3113200,Brooklyn,113200,113200
3092000,3092000,Brooklyn,092000,092000
3079200,3079201,Brooklyn,079200,079201
2028300,2028300,Bronx,028300,028300
5014604,5014604,Staten Island,014604,014604
3109800,3109800,Brooklyn,109800,109800
3091000,3091000,Brooklyn,091000,091000
5018100,5018100,Staten Island,018100,018100
3015200,3015200,Brooklyn,015200,015200
3060800,3060800,Brooklyn,060800,060800
3060600,3060600,Brooklyn,060600,060600
4074900,4074900,Queens,074900,074900
4076901,4076901,Queens,076901,076901
4000700,4000702,Queens,000700,000702
4000100,4000701,Queens,000100,000701
4086900,4086900,Queens,086900,086900
4129102,4129102,Queens,129102,129102
4055200,4055200,Queens,055200,055200
4047500,4047500,Queens,047500,047500
4088901,4088903,Queens,088901,088903
1001300,1001300,Manhattan,001300,001300
5006400,5006400,Staten Island,006400,006400
3050202,3050202,Brooklyn,050202,050202
5022600,5022602,Staten Island,022600,022602
4022001,4022001,Queens,022001,022001
5007500,5007500,Staten Island,007500,007500
5020803,5020803,Staten Island,020803,020803
5019800,5019800,Staten Island,019800,019800
5006700,5006700,Staten Island,006700,006700
5017600,5017600,Staten Island,017600,017600
5017005,5017005,Staten Island,017005,017005
1031900,,Manhattan,031900,
5024800,5024800,Staten Island,024800,024800
5009601,5009601,Staten Island,009601,009601
1023802,,Manhattan,023802,
2014702,2014702,Bronx,014702,014702
1010300,1010300,Manhattan,010300,010300
1009700,1009700,Manhattan,009700,009700
2017702,2017702,Bronx,017702,017702
5017011,5017011,Staten Island,017011,017011
3080800,3080800,Brooklyn,080800,080800
2028400,2028400,Bronx,028400,028400
5015601,5015601,Staten Island,015601,015601
3087200,3087200,Brooklyn,087200,087200
5015602,5015602,Staten Island,015602,015602
4003700,4003700,Queens,003700,003700
2029600,2029600,Bronx,029600,029600
4002500,4002500,Queens,002500,002500
3087401,3087401,Brooklyn,087401,087401
4099801,4099801,Queens,099801,099801
4100802,4100804,Queens,100802,100804
1002900,1002902,Manhattan,002900,002902
1002700,1002700,Manhattan,002700,002700
4038302,4038302,Queens,038302,038302
1007600,1007600,Manhattan,007600,007600
4097204,4097204,Queens,097204,097204
4038100,4038100,Queens,038100,038100
1008400,1008400,Manhattan,008400,008400
4097202,,Queens,097202,
2030701,2030701,Bronx,030701,030701
2033500,2035100,Bronx,033500,035100
2041900,2041900,Bronx,041900,041900
2033400,2033400,Bronx,033400,033400
2042500,2042500,Bronx,042500,042500
2008900,2008900,Bronx,008900,008900
2015900,2015900,Bronx,015900,015900
2011900,2011900,Bronx,011900,011900
4020200,4020200,Queens,020200,020200
4020600,4020600,Queens,020600,020600
3001100,3001100,Brooklyn,001100,001100
3001300,3001300,Brooklyn,001300,001300
2012101,2012101,Bronx,012101,012101
2001900,2001903,Bronx,001900,001903
2005100,2005100,Bronx,005100,005100
2011502,2011502,Bronx,011502,011502
3107000,3107002,Brooklyn,107000,107002
2005400,2005400,Bronx,005400,005400
2012300,2012101,Bronx,012300,012101
2005600,2005600,Bronx,005600,005600
1019200,1019200,Manhattan,019200,019200
1024200,1024200,Manhattan,024200,024200
4098100,4098100,Queens,098100,098100
4097300,4097300,Queens,097300,097300
3059600,3059600,Brooklyn,059600,059600
2015100,2015100,Bronx,015100,015100
2013100,2013100,Bronx,013100,013100
3060000,3060000,Brooklyn,060000,060000
3067800,3067800,Brooklyn,067800,067800
3069200,3069200,Brooklyn,069200,069200
4098700,,Queens,098700,
5014605,5014605,Staten Island,014605,014605
1011000,1011000,Manhattan,011000,011000
5014606,5014606,Staten Island,014606,014606
3122000,3122000,Brooklyn,122000,122000
4021900,4021900,Queens,021900,021900
2022200,2022200,Bronx,022200,022200
3120000,3120000,Brooklyn,120000,120000
4053500,4053502,Queens,053500,053502
2020601,2020601,Bronx,020601,020601
3120800,3120802,Brooklyn,120800,120802
3107800,3107800,Brooklyn,107800,107800
2013800,,Bronx,013800,
1000202,,Manhattan,000202,
2005001,2005001,Bronx,005001,005001
2011800,2011800,Bronx,011800,011800
2005002,2005002,Bronx,005002,005002
1023801,,Manhattan,023801,
3054300,3054300,Brooklyn,054300,054300
1027700,1027700,Manhattan,027700,027700
1010602,1010602,Manhattan,010602,010602
4094500,4094500,Queens,094500,094500
1031100,1031100,Manhattan,031100,031100
4093900,,Queens,093900,
1029900,1029900,Manhattan,029900,029900
4067900,4067900,Queens,067900,067900
4068700,4068700,Queens,068700,068700
5013201,5013201,Staten Island,013201,013201
5013204,5013204,Staten Island,013204,013204
